chemical_category,delta_heavy_atom_count,delta_bond_count,delta_ring_count,delta_heteroatom_count,delta_formal_charge,element_count_delta_json,candidate_count,seed_count
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,1,"{""C"":-1,""P"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,-1,"{""C"":-2,""N"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""F"":2,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,1,"{""C"":-2,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,-1,-1,0,2,0,"{""C"":-3,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,-1,"{""C"":1,""Cl"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,-1,"{""C"":1,""F"":-3,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""B"":1,""C"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""Br"":-1,""C"":1,""I"":1,""N"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""Br"":1,""C"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""F"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""O"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":-2,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":1,""N"":-1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":2,""O"":-2,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""I"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""O"":-1,""P"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""P"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,1,"{""C"":1,""F"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,1,"{""C"":1,""F"":-2,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,1,"{""C"":1,""N"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,-1,1,"{""C"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-2,{},1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""B"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""Cl"":1,""N"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""F"":1,""N"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""N"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""F"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-1,""Cl"":-1,""F"":1,""I"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-1,""Cl"":1,""I"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-1,""F"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-2,""Cl"":1,""I"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""Cl"":-1,""I"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""Cl"":-1,""I"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""P"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":2,""Cl"":-1,""I"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":1,""O"":-1,""P"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""F"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""F"":-3,""N"":1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""F"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""I"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""I"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""O"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""O"":1,""P"":1,""S"":-2}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""O"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""Br"":1,""F"":-1,""I"":-1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""Cl"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""Cl"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""F"":-1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""I"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""I"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""N"":1,""O"":1,""S"":-2}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""O"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""S"":-1,""Si"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,2,{},1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,-2,"{""C"":-1,""N"":-1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""B"":1,""C"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""C"":-1,""N"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""Br"":-1,""C"":-1,""Cl"":1,""I"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""Br"":-1,""C"":-1,""O"":1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""Cl"":1,""F"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""F"":-2,""N"":1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""N"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""N"":-1,""O"":2,""S"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""O"":1,""P"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""O"":1,""S"":-1,""Si"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,2,0,"{""B"":1,""C"":-2,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,2,0,"{""C"":-2,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,2,0,"{""C"":-2,""O"":1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,2,0,"{""C"":-2,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,0,0,0,2,0,"{""C"":-2,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,-1,0,"{""C"":2,""F"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,-1,0,"{""C"":2,""F"":-3,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,-1,1,"{""C"":2,""F"":-1,""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,-1,"{""B"":1,""C"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""B"":-1,""C"":1,""Si"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""B"":1,""C"":1,""F"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""B"":1,""C"":1,""F"":1,""O"":-1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""B"":1,""C"":1,""N"":1,""O"":-1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""F"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""I"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""F"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""I"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":1,""F"":-3,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":1,""N"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":1,""I"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""I"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""N"":1,""O"":-1,""P"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""O"":-1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""S"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,1,"{""Br"":-1,""C"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,1,"{""Br"":1,""C"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,0,1,"{""C"":1,""N"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-2,"{""N"":-1,""O"":1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-2,"{""N"":-1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-2,"{""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-1,"{""N"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-1,"{""O"":1,""P"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-1,"{""Si"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""B"":1,""Cl"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":-1,""Cl"":1,""I"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":1,""I"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":1,""I"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":1,""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Cl"":-1,""F"":2,""O"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Cl"":-1,""O"":1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Cl"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Cl"":1,""N"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":-1,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":1,""I"":-1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":1,""N"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":1,""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""I"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""I"":1,""O"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""O"":2,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,1,"{""Cl"":-1,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,-1,"{""C"":-1,""F"":2}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,-1,"{""C"":-1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""B"":1,""C"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""Br"":1,""C"":-1,""F"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""F"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""N"":1,""O"":1,""P"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,0,0,"{""B"":-1,""C"":2,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,0,0,"{""C"":2,""F"":-1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,0,0,"{""C"":2,""N"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,0,1,"{""C"":2,""N"":1,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,-2,"{""C"":1,""N"":-1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,-1,"{""Br"":-1,""C"":1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,-1,"{""C"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""Br"":-1,""C"":1,""F"":2}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""Br"":1,""C"":1,""F"":-1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""F"":1,""N"":-1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""F"":-1,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""F"":2,""N"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""O"":1,""P"":1,""S"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""O"":1,""P"":1,""Si"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""P"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,1,"{""Br"":1,""C"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,1,"{""C"":1,""Cl"":-1,""N"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,1,"{""C"":1,""F"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,1,"{""C"":1,""F"":2,""O"":-1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,2,"{""C"":1,""Cl"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,-1,"{""F"":-1,""N"":1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""B"":1,""O"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""Br"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""F"":-1,""N"":1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""F"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""N"":-1,""O"":2,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""N"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,1,"{""F"":-1,""N"":1,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,1,"{""F"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,1,"{""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,1,1,"{""C"":2,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,2,-1,"{""C"":1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""Cl"":-1,""F"":3}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""F"":1,""N"":1}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""O"":1,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,3,0,"{""F"":2,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,3,3,0,3,0,"{""O"":2,""S"":1}",1,1
scaffold_preserving_non_mmp_analogue,4,4,0,2,0,"{""C"":2,""O"":2}",1,1
scaffold_preserving_non_mmp_analogue,4,4,0,4,0,"{""N"":1,""O"":2,""S"":1}",1,1
acyclic_non_mmp_analogue,-11,-11,0,-5,0,"{""C"":-6,""N"":-3,""O"":-2}",1,1
acyclic_non_mmp_analogue,-10,-10,0,-4,-1,"{""C"":-6,""N"":-3,""O"":-1}",1,1
acyclic_non_mmp_analogue,-10,-10,0,-3,0,"{""C"":-7,""N"":-1,""O"":-2}",1,1
acyclic_non_mmp_analogue,-10,-10,0,-3,0,"{""C"":-7,""O"":-3}",1,1
acyclic_non_mmp_analogue,-9,-9,0,-3,0,"{""C"":-6,""N"":-3}",1,1
acyclic_non_mmp_analogue,-8,-8,0,-2,0,"{""C"":-6,""N"":-2}",1,1
acyclic_non_mmp_analogue,-8,-8,0,-2,0,"{""C"":-6,""N"":-3,""S"":1}",1,1
acyclic_non_mmp_analogue,-8,-8,0,-2,0,"{""C"":-6,""O"":-2}",1,1
acyclic_non_mmp_analogue,-6,-6,0,-4,0,"{""C"":-2,""Cl"":1,""F"":-5}",1,1
acyclic_non_mmp_analogue,-5,-5,0,-4,0,"{""C"":-1,""F"":-5,""N"":1}",1,1
acyclic_non_mmp_analogue,-5,-5,0,-2,0,"{""C"":-3,""O"":-2}",1,1
acyclic_non_mmp_analogue,-4,-4,0,-1,0,"{""C"":-3,""N"":-1}",1,1
acyclic_non_mmp_analogue,-3,-3,0,-2,0,"{""C"":-1,""N"":-1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-3,-3,0,-2,0,"{""C"":-1,""N"":-2}",1,1
acyclic_non_mmp_analogue,-3,-3,0,-1,0,"{""C"":-2,""N"":-1,""O"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-2,0,"{""B"":-1,""F"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-2,0,"{""F"":-2}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-2,0,"{""O"":-1,""P"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-2,0,"{""O"":-2}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,-1,"{""C"":-1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""B"":1,""C"":-1,""O"":-2}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":1,""C"":-1,""F"":-1,""I"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":1,""C"":-1,""F"":-2}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":1,""C"":-1,""O"":-2}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""N"":-1,""O"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""O"":-1,""P"":-1,""Si"":1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,-1,"{""C"":-2,""F"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,0,"{""B"":1,""C"":-2,""N"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,0,"{""B"":1,""C"":-2,""S"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,0,"{""Br"":1,""C"":-2,""S"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,0,"{""C"":-2,""F"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,0,0,"{""C"":-2,""N"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,-2,-2,0,1,0,"{""C"":-3,""N"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-2,0,"{""C"":1,""O"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-2,0,"{""C"":1,""O"":-2}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-2,1,"{""C"":1,""F"":-1,""N"":1,""O"":-1,""P"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,-1,"{""F"":-2,""O"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-1,""N"":-1,""O"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-2,""N"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-2,""Si"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":1,""O"":-2}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""I"":-1,""N"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""N"":-1,""O"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""N"":-1,""O"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""N"":-1,""P"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""O"":-1,""S"":-1,""Si"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""O"":-2,""Si"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,1,"{""N"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,-1,1,"{""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,-1,"{""C"":-1,""F"":1,""N"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,-1,"{""C"":-1,""F"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""N"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""Cl"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""I"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""F"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""O"":1,""P"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""O"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""P"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""F"":-1,""N"":-1,""O"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""I"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":-1,""Si"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""O"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,1,"{""C"":-1,""N"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,0,1,"{""C"":-1,""O"":-1,""P"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,-1,"{""C"":-2,""F"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""B"":1,""C"":-2}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""Cl"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""F"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""S"":1}",1,1
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""Si"":1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,-1,"{""C"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""B"":-1,""Br"":1,""C"":1,""N"":1,""O"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""B"":-1,""C"":1,""F"":1,""O"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""I"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""I"":1,""O"":-1,""S"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""N"":-1,""O"":1,""S"":-1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""O"":-1,""P"":-1,""S"":1}",1,1
acyclic_non_mmp_analogue,0,0,0,-1,1,"{""Br"":1,""C"":1,""N"":-1,""S"":-1}",1,1
